iter	R2	RMSE
937	0.9664162958	28.51383833
938	0.9664553218	28.49726623
939	0.9664819476	28.48595426
940	0.9664998751	28.47833522
941	0.9665321505	28.46461331
942	0.9665495355	28.45721934
943	0.966584677	28.44226747
944	0.9666078332	28.43241079
945	0.9666284791	28.42361976
946	0.9666792082	28.40200771
947	0.9667114074	28.38828142
948	0.9667523354	28.37082448
949	0.9667814096	28.35841699
950	0.9668028169	28.34927793
951	0.9668344382	28.33577294
952	0.9668682919	28.32130741
953	0.9668959857	28.30946846
954	0.9669214312	28.2985863
955	0.9669403795	28.29048004
956	0.9669695173	28.27801009
957	0.9669945905	28.26727523
958	0.9670239659	28.25469322
959	0.9670738107	28.23333102
960	0.9670973678	28.22322944
961	0.9671290407	28.20964195
962	0.9671503296	28.20050547
963	0.9671799268	28.18779843
964	0.9672062602	28.17648786
965	0.9672508997	28.15730413
966	0.967280694	28.14449281
967	0.9673235493	28.12605511
968	0.9673516757	28.11394772
969	0.967378423	28.1024291
970	0.9673992201	28.09346964
971	0.9674429243	28.07463247
972	0.9674626083	28.0661442
973	0.9675054444	28.04766333
974	0.9675404256	28.03256224
975	0.9675754273	28.0174442
976	0.9676033081	28.00539596
977	0.9676387535	27.99007135
978	0.9676696008	27.97672784
979	0.9676867016	27.96932791
980	0.967717054	27.95618879
981	0.9677431758	27.94487609
982	0.967776842	27.93028935
983	0.9677941862	27.92277156
984	0.9678237849	27.90993743
985	0.9678462864	27.90017672
986	0.9678758489	27.8873479
987	0.9678933624	27.87974506
988	0.9679260341	27.86555623
989	0.967952104	27.85422928
990	0.9679903731	27.83759363
991	0.9680088976	27.82953741
992	0.9680415974	27.81531077
993	0.9680687285	27.80350136
994	0.9680948232	27.79213831
995	0.9681235911	27.77960584
996	0.9681512438	27.76755386
997	0.968175451	27.75699927
998	0.9682194863	27.73778905
999	0.9682525337	27.72336355
